Name,Gender,Date_of_Birth,Domicile_State,Reservation_Category,10th_Marks,12th_Marks,Exam_Marks,Home_Guard_Status,Marital_Status,FIR_Registered
Student_6334,Male,1997-10-14,State_D,ST,11.34,11.51,10.33,No,Married,No
Student_6335,Female,1997-10-14,State_D,OBC,11.97,10.05,13.43,No,Single,No
Student_6336,Male,1997-10-14,State_D,OBC,7.85,4.18,4.01,Yes,Single,No
Student_6337,Male,1997-10-15,State_C,OBC,8.11,9.26,5.96,No,Married,No
Student_6338,Male,1997-10-15,State_C,SC,10.75,12.71,11.37,No,Single,Yes
Student_6339,Female,1997-10-15,State_D,SC,16.18,15.86,16.69,No,Married,No
Student_6340,Male,1997-10-15,State_A,OBC,13.9,13.77,16.92,Yes,Divorced,Yes
Student_6341,Female,1997-10-15,State_C,SC,13.69,14.1,14.06,No,Divorced,No
Student_6342,Male,1997-10-15,State_A,General,8.27,8.69,9.07,No,Married,No
Student_6343,Male,1997-10-16,State_C,OBC,10.75,10.05,9.48,Yes,Single,No
Student_6344,Female,1997-10-16,State_C,General,13.96,7.25,7.94,Yes,Married,No
Student_6345,Female,1997-10-16,State_A,OBC,9.94,12.22,15.87,Yes,Single,No
Student_6346,Other,1997-10-16,State_A,General,11.91,9.87,8.67,No,Single,No
Student_6347,Male,1997-10-16,State_B,General,12.81,9.41,9.65,Yes,Single,No
Student_6348,Male,1997-10-16,State_D,General,13.92,15.77,17.35,No,Single,No
Student_6349,Female,1997-10-17,State_C,SC,10.5,9.91,10.42,No,Single,No
Student_6350,Male,1997-10-17,State_D,OBC,10.51,6.72,4.55,No,Married,No
Student_6351,Female,1997-10-17,State_A,ST,13.23,13.87,14.32,No,Single,No
Student_6352,Female,1997-10-17,State_C,OBC,10.78,6.93,8.74,Yes,Single,No
Student_6353,Female,1997-10-17,State_B,OBC,13.84,10.19,13.23,No,Married,No
Student_6354,Male,1997-10-17,State_D,SC,12.45,13.75,12.41,Yes,Single,No
Student_6355,Male,1997-10-18,State_B,General,10.06,9.33,11.35,Yes,Married,No
Student_6356,Female,1997-10-18,State_C,ST,9.56,9.28,11.11,No,Married,No
Student_6357,Male,1997-10-18,State_A,OBC,11.17,11.25,8.11,No,Single,No
Student_6358,Female,1997-10-18,State_C,SC,10.67,9.85,7.8,Yes,Single,Yes
Student_6359,Female,1997-10-18,State_B,SC,15.16,14.11,16.65,No,Married,No
Student_6360,Male,1997-10-18,State_A,General,6.4,7.79,5.22,No,Single,No
Student_6361,Female,1997-10-18,State_C,ST,11.76,11.8,13.02,No,Single,No
Student_6362,Male,1997-10-19,State_A,General,10.68,9.96,12.18,No,Single,No
Student_6363,Male,1997-10-19,State_C,ST,10.33,11.89,8.52,No,Married,No
Student_6364,Male,1997-10-19,State_B,General,16.02,19.83,20.0,No,Single,No
Student_6365,Female,1997-10-19,State_C,General,6.7,6.85,10.98,No,Married,No
Student_6366,Female,1997-10-19,State_D,ST,11.86,11.08,7.87,No,Single,No
Student_6367,Female,1997-10-19,State_C,General,9.87,8.11,8.49,No,Married,No
Student_6368,Male,1997-10-20,State_A,General,12.73,10.56,11.52,No,Divorced,No
Student_6369,Female,1997-10-20,State_A,SC,12.37,14.9,12.15,Yes,Married,No
Student_6370,Female,1997-10-20,State_A,General,10.91,9.55,4.74,Yes,Divorced,No
Student_6371,Male,1997-10-20,State_A,General,12.39,11.1,9.96,Yes,Single,No
Student_6372,Male,1997-10-20,State_A,OBC,9.7,10.48,9.87,No,Divorced,No
Student_6373,Male,1997-10-20,State_B,OBC,10.71,12.15,10.19,Yes,Single,Yes
Student_6374,Male,1997-10-21,State_B,SC,13.05,11.51,8.94,Yes,Single,No
Student_6375,Female,1997-10-21,State_D,General,14.11,15.87,15.72,No,Single,No
Student_6376,Female,1997-10-21,State_C,ST,14.81,16.27,15.88,No,Single,No
Student_6377,Male,1997-10-21,State_A,General,12.33,14.46,12.3,No,Single,No
Student_6378,Male,1997-10-21,State_B,SC,16.21,18.95,16.55,No,Single,No
Student_6379,Male,1997-10-21,State_D,SC,11.19,14.54,16.32,Yes,Single,Yes
Student_6380,Female,1997-10-22,State_D,OBC,10.81,6.89,9.57,Yes,Single,Yes
Student_6381,Female,1997-10-22,State_C,ST,5.87,7.8,5.94,No,Single,No
Student_6382,Female,1997-10-22,State_C,OBC,4.49,0.42,0.0,No,Single,No
Student_6383,Female,1997-10-22,State_A,SC,10.41,11.88,9.09,No,Divorced,No
Student_6384,Female,1997-10-22,State_A,General,10.14,11.01,9.21,No,Single,No
Student_6385,Female,1997-10-22,State_B,General,14.53,12.95,11.23,No,Single,No
Student_6386,Male,1997-10-22,State_D,General,2.11,3.49,2.71,No,Single,No
Student_6387,Female,1997-10-23,State_D,SC,13.55,17.0,18.1,No,Single,No
Student_6388,Female,1997-10-23,State_A,OBC,10.03,10.24,8.42,No,Married,No
Student_6389,Male,1997-10-23,State_C,OBC,19.47,19.24,18.7,No,Single,No
Student_6390,Male,1997-10-23,State_B,OBC,14.72,14.6,15.2,No,Single,No
Student_6391,Male,1997-10-23,State_B,OBC,11.58,13.0,11.14,No,Single,No
Student_6392,Male,1997-10-23,State_A,General,7.02,8.42,7.75,No,Single,No
Student_6393,Male,1997-10-24,State_B,General,11.28,6.97,7.1,Yes,Married,No
Student_6394,Female,1997-10-24,State_C,SC,6.64,8.3,5.3,No,Divorced,No
Student_6395,Male,1997-10-24,State_D,ST,8.26,6.38,2.48,No,Single,No
Student_6396,Male,1997-10-24,State_C,General,8.35,5.9,7.39,No,Single,No
Student_6397,Female,1997-10-24,State_A,OBC,15.48,12.04,11.11,Yes,Married,No
Student_6398,Other,1997-10-24,State_B,SC,5.06,3.74,3.1,Yes,Single,Yes
Student_6399,Female,1997-10-25,State_A,ST,15.35,13.47,14.32,No,Married,No
Student_6400,Female,1997-10-25,State_A,OBC,4.69,1.36,0.0,Yes,Single,No
Student_6401,Male,1997-10-25,State_C,General,12.89,12.84,11.78,Yes,Divorced,No
Student_6402,Female,1997-10-25,State_C,OBC,10.65,10.64,9.56,No,Single,Yes
Student_6403,Male,1997-10-25,State_A,OBC,10.05,10.8,10.33,No,Married,No
Student_6404,Female,1997-10-25,State_D,OBC,8.07,6.48,5.63,No,Single,No
Student_6405,Male,1997-10-26,State_C,General,16.08,15.55,16.73,No,Single,No
Student_6406,Female,1997-10-26,State_B,General,13.94,14.56,8.99,Yes,Single,No
Student_6407,Male,1997-10-26,State_B,SC,9.76,7.42,6.49,No,Single,No
Student_6408,Female,1997-10-26,State_A,ST,11.5,9.3,9.51,No,Single,No
Student_6409,Male,1997-10-26,State_A,OBC,13.41,13.56,13.26,No,Single,No
Student_6410,Male,1997-10-26,State_A,OBC,14.92,15.3,14.29,No,Single,No
Student_6411,Male,1997-10-27,State_B,General,14.33,16.86,17.23,No,Single,No
Student_6412,Male,1997-10-27,State_C,General,8.63,5.67,6.37,No,Single,No
Student_6413,Male,1997-10-27,State_A,General,15.32,10.52,13.89,No,Single,No
Student_6414,Female,1997-10-27,State_A,General,11.31,8.85,8.31,No,Married,No
Student_6415,Male,1997-10-27,State_C,General,16.1,15.65,16.3,No,Married,No
Student_6416,Female,1997-10-27,State_B,General,10.79,10.9,12.8,No,Married,No
Student_6417,Female,1997-10-27,State_B,General,16.77,14.36,12.66,No,Single,No
Student_6418,Male,1997-10-28,State_A,General,13.76,15.37,16.23,Yes,Married,No
Student_6419,Male,1997-10-28,State_A,ST,2.42,1.96,0.53,No,Married,No
Student_6420,Male,1997-10-28,State_A,General,12.97,13.21,12.06,No,Married,No
Student_6421,Female,1997-10-28,State_B,OBC,13.93,15.12,15.53,No,Single,No
Student_6422,Male,1997-10-28,State_C,General,12.47,11.68,14.17,No,Single,No
Student_6423,Male,1997-10-28,State_A,OBC,10.13,12.19,12.75,No,Married,No
Student_6424,Female,1997-10-29,State_A,General,9.64,8.82,12.31,No,Single,No
Student_6425,Female,1997-10-29,State_D,OBC,10.42,7.33,5.32,Yes,Single,No
Student_6426,Male,1997-10-29,State_B,General,18.9,19.31,17.76,No,Married,No
Student_6427,Female,1997-10-29,State_C,OBC,14.06,12.26,14.41,Yes,Married,No
Student_6428,Female,1997-10-29,State_C,General,8.84,7.27,4.68,No,Single,No
Student_6429,Male,1997-10-29,State_C,OBC,12.31,12.06,11.47,No,Single,No
Student_6430,Male,1997-10-30,State_D,SC,9.62,7.0,5.93,No,Single,No
Student_6431,Male,1997-10-30,State_C,OBC,18.61,20.0,20.0,No,Single,No
Student_6432,Female,1997-10-30,State_D,ST,8.81,11.28,9.78,Yes,Single,No
Student_6433,Male,1997-10-30,State_A,General,9.29,8.44,9.0,No,Married,No
Student_6434,Male,1997-10-30,State_B,General,15.28,12.34,12.47,No,Single,No
Student_6435,Male,1997-10-30,State_B,General,10.1,8.8,9.73,No,Single,No
Student_6436,Male,1997-10-31,State_C,General,10.51,8.31,8.94,No,Married,No
Student_6437,Male,1997-10-31,State_A,General,4.48,6.39,4.82,No,Single,No
Student_6438,Male,1997-10-31,State_A,General,11.19,13.45,15.36,Yes,Divorced,Yes
Student_6439,Female,1997-10-31,State_B,General,8.85,9.03,7.52,No,Married,No
Student_6440,Male,1997-10-31,State_C,General,7.87,6.3,5.44,No,Single,No
Student_6441,Female,1997-10-31,State_D,General,8.17,4.54,6.42,No,Single,No
Student_6442,Male,1997-10-31,State_B,General,14.54,13.48,9.93,No,Single,No
Student_6443,Male,1997-11-01,State_B,ST,8.97,7.7,9.31,No,Married,No
Student_6444,Male,1997-11-01,State_D,ST,12.46,13.1,11.94,No,Single,No
Student_6445,Female,1997-11-01,State_C,General,7.94,5.63,7.73,No,Single,No
Student_6446,Female,1997-11-01,State_C,SC,12.49,13.28,16.66,No,Married,No
Student_6447,Female,1997-11-01,State_D,General,12.54,13.17,12.9,No,Married,No
Student_6448,Female,1997-11-01,State_D,OBC,15.29,14.27,16.94,No,Single,No
Student_6449,Female,1997-11-02,State_B,OBC,8.7,6.03,6.27,No,Single,No
Student_6450,Male,1997-11-02,State_D,ST,13.82,14.15,15.65,No,Single,No
Student_6451,Male,1997-11-02,State_C,OBC,10.45,12.3,10.66,No,Single,No
Student_6452,Male,1997-11-02,State_D,OBC,18.37,18.13,18.97,No,Single,No
Student_6453,Female,1997-11-02,State_D,ST,7.3,8.06,6.5,No,Single,No
Student_6454,Male,1997-11-02,State_C,General,11.95,11.0,9.42,No,Single,No
Student_6455,Female,1997-11-03,State_C,OBC,7.07,7.84,7.79,No,Single,No
Student_6456,Male,1997-11-03,State_A,General,12.87,10.9,9.6,Yes,Single,No
Student_6457,Female,1997-11-03,State_C,General,3.9,4.1,4.08,No,Single,No
Student_6458,Male,1997-11-03,State_B,SC,10.86,10.9,8.61,No,Single,Yes
Student_6459,Male,1997-11-03,State_D,OBC,5.4,5.62,2.39,No,Single,No
Student_6460,Male,1997-11-03,State_B,General,11.74,8.09,12.16,No,Single,No
Student_6461,Male,1997-11-04,State_A,OBC,7.78,7.0,5.65,No,Single,No
Student_6462,Female,1997-11-04,State_B,ST,8.15,10.13,3.78,No,Single,No
Student_6463,Female,1997-11-04,State_D,General,8.45,9.62,6.9,No,Married,Yes
Student_6464,Male,1997-11-04,State_D,General,11.56,7.21,4.53,Yes,Single,No
Student_6465,Female,1997-11-04,State_B,OBC,9.7,7.69,3.32,Yes,Single,Yes
Student_6466,Male,1997-11-04,State_C,General,17.27,17.77,17.89,No,Single,No
Student_6467,Male,1997-11-04,State_B,SC,15.24,15.01,16.96,Yes,Single,No
Student_6468,Female,1997-11-05,State_B,ST,10.19,11.38,11.76,No,Single,Yes
Student_6469,Female,1997-11-05,State_C,General,8.29,10.71,12.37,No,Single,No
Student_6470,Male,1997-11-05,State_A,General,15.16,17.15,14.97,Yes,Single,No
Student_6471,Female,1997-11-05,State_A,OBC,7.08,7.5,6.07,No,Married,No
Student_6472,Male,1997-11-05,State_D,OBC,8.97,9.28,10.11,No,Married,No
Student_6473,Male,1997-11-05,State_C,OBC,12.53,12.93,14.43,No,Single,No
Student_6474,Female,1997-11-06,State_C,OBC,12.72,14.48,16.86,No,Single,No
Student_6475,Male,1997-11-06,State_D,SC,11.36,10.51,10.53,Yes,Single,No
Student_6476,Male,1997-11-06,State_A,General,11.6,10.47,9.6,No,Single,No
Student_6477,Male,1997-11-06,State_A,SC,15.4,15.99,20.0,No,Divorced,Yes
Student_6478,Female,1997-11-06,State_A,General,12.05,11.14,9.3,No,Single,No
Student_6479,Female,1997-11-06,State_A,SC,11.54,8.53,12.33,No,Single,Yes
Student_6480,Female,1997-11-07,State_A,SC,8.71,11.31,9.03,No,Single,No
Student_6481,Female,1997-11-07,State_A,ST,5.09,2.81,2.18,Yes,Single,No
Student_6482,Male,1997-11-07,State_A,OBC,8.01,6.91,7.41,No,Single,No
Student_6483,Male,1997-11-07,State_A,General,11.88,11.69,14.66,No,Single,No
Student_6484,Male,1997-11-07,State_D,OBC,12.27,10.95,10.8,No,Married,Yes
Student_6485,Male,1997-11-07,State_B,General,6.63,8.78,8.86,Yes,Single,No
Student_6486,Female,1997-11-08,State_C,OBC,10.94,11.39,12.9,Yes,Single,No
Student_6487,Male,1997-11-08,State_B,SC,9.03,6.86,3.64,No,Married,No
Student_6488,Male,1997-11-08,State_A,ST,10.91,9.1,8.98,No,Married,No
Student_6489,Male,1997-11-08,State_C,General,16.41,13.21,12.95,No,Single,No
Student_6490,Female,1997-11-08,State_C,OBC,9.92,6.86,5.24,No,Single,No
Student_6491,Male,1997-11-08,State_C,ST,13.09,16.0,14.32,No,Single,No
Student_6492,Male,1997-11-09,State_B,OBC,9.42,9.22,8.73,Yes,Single,No
Student_6493,Female,1997-11-09,State_C,ST,6.57,6.52,5.41,No,Single,Yes
Student_6494,Female,1997-11-09,State_A,OBC,8.23,10.69,12.03,No,Married,No
Student_6495,Female,1997-11-09,State_C,SC,17.94,18.87,20.0,No,Single,No
Student_6496,Female,1997-11-09,State_A,General,8.78,8.98,9.05,No,Single,No
Student_6497,Female,1997-11-09,State_B,General,15.4,11.83,16.62,No,Single,No
Student_6498,Female,1997-11-09,State_A,General,5.51,3.85,2.25,No,Single,No
Student_6499,Female,1997-11-10,State_B,General,12.92,13.84,15.75,No,Single,No
Student_6500,Male,1997-11-10,State_B,OBC,14.39,11.22,12.61,Yes,Single,No
Student_6501,Male,1997-11-10,State_D,SC,9.32,11.11,8.02,No,Single,No
Student_6502,Male,1997-11-10,State_B,General,6.94,8.27,8.04,No,Single,No
Student_6503,Female,1997-11-10,State_A,General,9.23,7.77,4.9,No,Single,No
Student_6504,Male,1997-11-10,State_B,SC,10.67,13.26,12.35,No,Single,No
Student_6505,Male,1997-11-11,State_A,General,10.92,12.2,15.19,No,Single,No
Student_6506,Male,1997-11-11,State_C,OBC,10.07,10.24,7.64,No,Single,No
Student_6507,Male,1997-11-11,State_C,General,14.59,15.0,15.71,No,Single,No
Student_6508,Female,1997-11-11,State_D,OBC,11.7,9.59,12.2,No,Married,No
Student_6509,Male,1997-11-11,State_A,OBC,12.85,8.16,7.17,No,Single,No
Student_6510,Female,1997-11-11,State_C,ST,4.6,3.84,4.22,No,Married,Yes
Student_6511,Other,1997-11-12,State_A,SC,10.6,10.68,14.73,No,Married,No
Student_6512,Male,1997-11-12,State_C,General,10.18,12.06,12.58,No,Single,No
Student_6513,Female,1997-11-12,State_A,OBC,12.26,13.74,14.54,No,Single,No
Student_6514,Male,1997-11-12,State_A,OBC,5.53,2.77,4.21,No,Single,No
Student_6515,Female,1997-11-12,State_A,OBC,9.23,6.95,6.62,No,Single,No
Student_6516,Female,1997-11-12,State_B,General,12.86,10.26,9.35,Yes,Married,No
Student_6517,Male,1997-11-13,State_D,General,16.64,16.05,17.9,No,Single,Yes
Student_6518,Female,1997-11-13,State_B,General,11.68,12.36,11.28,Yes,Single,No
Student_6519,Male,1997-11-13,State_D,General,12.27,17.02,17.34,Yes,Single,No
Student_6520,Male,1997-11-13,State_C,SC,5.24,8.65,9.62,No,Single,No
Student_6521,Female,1997-11-13,State_D,OBC,12.02,15.23,13.2,No,Single,No
Student_6522,Female,1997-11-13,State_D,General,8.46,8.03,10.45,No,Single,No
Student_6523,Male,1997-11-13,State_A,SC,12.65,12.96,13.28,No,Single,Yes
Student_6524,Female,1997-11-14,State_C,SC,10.04,10.23,9.09,No,Single,No
Student_6525,Female,1997-11-14,State_B,General,10.18,10.24,8.06,Yes,Single,No
Student_6526,Female,1997-11-14,State_C,General,11.55,8.61,7.68,No,Married,No
Student_6527,Male,1997-11-14,State_D,General,7.94,8.23,5.65,No,Single,No
Student_6528,Female,1997-11-14,State_D,General,14.18,12.79,14.16,No,Single,No
Student_6529,Female,1997-11-14,State_B,SC,3.38,1.8,0.0,No,Single,No
Student_6530,Female,1997-11-15,State_B,General,16.21,13.94,11.44,Yes,Single,No
Student_6531,Male,1997-11-15,State_B,SC,10.14,8.95,11.93,Yes,Single,No
Student_6532,Female,1997-11-15,State_B,ST,7.93,9.76,8.49,No,Single,No
Student_6533,Female,1997-11-15,State_A,General,10.41,8.81,9.42,Yes,Single,No
Student_6534,Male,1997-11-15,State_D,OBC,8.68,9.21,7.99,No,Married,No
Student_6535,Male,1997-11-15,State_C,General,10.59,11.36,11.62,No,Single,Yes
Student_6536,Male,1997-11-16,State_C,General,9.92,9.96,11.55,No,Single,No
Student_6537,Female,1997-11-16,State_C,ST,10.73,12.3,12.74,No,Single,No
Student_6538,Male,1997-11-16,State_A,General,10.48,9.44,9.47,No,Married,No
Student_6539,Other,1997-11-16,State_B,OBC,10.11,7.31,5.26,No,Single,No
Student_6540,Male,1997-11-16,State_C,OBC,13.32,15.53,14.95,No,Single,No
Student_6541,Female,1997-11-16,State_A,OBC,8.8,4.13,1.21,No,Single,No
Student_6542,Male,1997-11-17,State_B,ST,8.83,7.27,6.53,No,Single,No
Student_6543,Female,1997-11-17,State_B,SC,15.22,17.35,17.16,No,Single,No
Student_6544,Female,1997-11-17,State_B,ST,10.83,7.83,10.18,No,Married,No
Student_6545,Male,1997-11-17,State_C,OBC,8.43,7.66,5.93,No,Single,No
Student_6546,Male,1997-11-17,State_B,OBC,5.99,4.3,3.17,No,Married,No
Student_6547,Male,1997-11-17,State_C,General,10.25,10.48,10.65,No,Single,No
Student_6548,Male,1997-11-18,State_B,ST,14.85,17.35,20.0,No,Single,No
Student_6549,Male,1997-11-18,State_D,General,6.37,5.73,2.75,Yes,Single,No
Student_6550,Male,1997-11-18,State_B,General,16.06,16.58,15.77,No,Single,No
Student_6551,Female,1997-11-18,State_C,General,9.72,7.96,7.4,No,Single,No
Student_6552,Female,1997-11-18,State_D,OBC,11.28,10.74,9.83,No,Single,No
Student_6553,Female,1997-11-18,State_C,SC,10.48,15.19,13.05,Yes,Single,Yes
Student_6554,Male,1997-11-18,State_B,OBC,13.83,10.83,10.06,No,Single,No
Student_6555,Male,1997-11-19,State_C,ST,9.66,8.86,10.63,No,Single,No
Student_6556,Male,1997-11-19,State_C,SC,12.98,12.24,8.9,No,Single,No
Student_6557,Male,1997-11-19,State_C,General,11.37,14.76,13.88,No,Single,No
Student_6558,Male,1997-11-19,State_A,ST,13.55,14.81,14.13,No,Single,No
Student_6559,Male,1997-11-19,State_A,OBC,20.0,20.0,20.0,No,Single,No
Student_6560,Female,1997-11-19,State_A,General,10.1,6.55,8.8,Yes,Single,No
Student_6561,Female,1997-11-20,State_A,OBC,6.93,7.7,6.15,No,Divorced,No
Student_6562,Male,1997-11-20,State_B,OBC,4.48,4.91,5.31,No,Single,No
Student_6563,Male,1997-11-20,State_A,OBC,10.99,10.81,11.52,No,Married,No
Student_6564,Male,1997-11-20,State_C,ST,11.02,9.94,9.19,No,Married,Yes
Student_6565,Female,1997-11-20,State_D,General,9.5,9.83,8.15,No,Married,No
Student_6566,Female,1997-11-20,State_A,OBC,9.59,11.36,10.74,No,Single,No
Student_6567,Male,1997-11-21,State_D,General,11.77,11.89,12.05,Yes,Single,No
Student_6568,Male,1997-11-21,State_A,ST,7.57,7.14,6.94,No,Married,Yes
Student_6569,Male,1997-11-21,State_D,ST,9.76,10.15,10.54,Yes,Single,No
Student_6570,Male,1997-11-21,State_B,SC,8.25,6.87,5.89,No,Single,Yes
Student_6571,Female,1997-11-21,State_C,General,15.41,14.1,11.27,Yes,Single,No
Student_6572,Male,1997-11-21,State_A,OBC,17.03,16.97,16.91,No,Single,No
Student_6573,Female,1997-11-22,State_C,General,11.89,9.97,13.22,No,Single,No
Student_6574,Male,1997-11-22,State_B,OBC,10.66,9.32,8.37,No,Married,No
Student_6575,Female,1997-11-22,State_A,General,11.89,10.11,7.7,No,Single,No
Student_6576,Male,1997-11-22,State_D,SC,16.67,15.63,16.27,No,Single,No
Student_6577,Female,1997-11-22,State_C,SC,11.06,10.72,9.29,No,Single,No
Student_6578,Female,1997-11-22,State_C,General,10.41,11.18,10.17,No,Married,No
Student_6579,Male,1997-11-22,State_C,ST,6.45,3.99,7.7,No,Single,No
Student_6580,Female,1997-11-23,State_B,General,5.77,7.55,8.19,No,Married,No
Student_6581,Male,1997-11-23,State_D,SC,11.52,12.31,10.29,No,Married,No
Student_6582,Female,1997-11-23,State_C,General,10.33,11.28,10.04,No,Single,No
Student_6583,Male,1997-11-23,State_D,General,14.05,15.61,12.57,No,Single,No
Student_6584,Male,1997-11-23,State_B,OBC,10.46,9.26,7.39,No,Single,No
Student_6585,Male,1997-11-23,State_A,General,12.02,11.31,8.68,No,Single,No
Student_6586,Female,1997-11-24,State_C,General,12.55,11.74,14.16,No,Single,No
Student_6587,Male,1997-11-24,State_D,OBC,5.58,4.91,6.57,Yes,Married,No
Student_6588,Female,1997-11-24,State_B,General,10.73,7.53,5.41,No,Married,No
Student_6589,Male,1997-11-24,State_A,General,12.9,10.33,9.81,No,Single,No
Student_6590,Female,1997-11-24,State_A,OBC,5.54,2.5,0.0,No,Single,No
Student_6591,Female,1997-11-24,State_B,ST,13.02,16.29,15.52,No,Single,No
Student_6592,Male,1997-11-25,State_B,ST,12.81,11.59,10.45,Yes,Single,No
Student_6593,Female,1997-11-25,State_A,OBC,8.13,7.41,5.35,Yes,Married,No
Student_6594,Male,1997-11-25,State_B,SC,11.35,10.31,9.63,No,Married,Yes
Student_6595,Female,1997-11-25,State_D,OBC,9.23,10.49,10.31,Yes,Single,No
Student_6596,Female,1997-11-25,State_A,General,5.16,4.03,0.0,No,Single,No
Student_6597,Female,1997-11-25,State_D,ST,18.5,18.47,20.0,No,Single,No
Student_6598,Female,1997-11-26,State_C,SC,13.88,12.65,11.74,No,Married,No
Student_6599,Female,1997-11-26,State_C,General,12.19,11.89,10.13,Yes,Divorced,No
Student_6600,Female,1997-11-26,State_B,ST,12.66,11.85,11.01,No,Divorced,No
Student_6601,Male,1997-11-26,State_B,General,6.4,3.24,1.55,No,Single,No
Student_6602,Female,1997-11-26,State_B,General,12.1,11.29,9.61,Yes,Divorced,No
Student_6603,Female,1997-11-26,State_B,OBC,9.27,8.6,10.59,No,Single,No
Student_6604,Male,1997-11-27,State_C,OBC,13.76,7.58,8.31,No,Single,No
Student_6605,Female,1997-11-27,State_C,OBC,8.3,8.84,6.5,Yes,Single,No
Student_6606,Male,1997-11-27,State_A,General,8.71,6.93,6.45,No,Married,No
Student_6607,Male,1997-11-27,State_A,General,4.2,5.21,3.11,No,Single,No
Student_6608,Male,1997-11-27,State_D,General,12.97,11.13,10.92,Yes,Single,No
Student_6609,Female,1997-11-27,State_D,General,14.1,15.19,13.06,No,Divorced,No
Student_6610,Female,1997-11-27,State_C,SC,13.03,14.27,13.99,No,Married,No
Student_6611,Male,1997-11-28,State_B,General,9.39,5.82,7.04,No,Single,No
Student_6612,Male,1997-11-28,State_B,General,12.01,10.44,12.23,No,Single,No
Student_6613,Female,1997-11-28,State_C,ST,13.44,10.68,9.59,No,Married,Yes
Student_6614,Female,1997-11-28,State_D,General,19.96,18.52,20.0,No,Single,No
Student_6615,Female,1997-11-28,State_C,OBC,5.18,7.68,7.78,No,Married,No
Student_6616,Female,1997-11-28,State_B,General,12.29,11.1,14.73,No,Single,No
Student_6617,Female,1997-11-29,State_D,General,11.13,10.22,10.78,No,Single,No
Student_6618,Female,1997-11-29,State_A,General,4.4,8.91,10.91,No,Married,No
Student_6619,Female,1997-11-29,State_D,OBC,15.57,16.16,16.16,No,Single,No
Student_6620,Male,1997-11-29,State_A,General,7.91,10.73,12.28,No,Single,No
Student_6621,Male,1997-11-29,State_A,General,9.79,6.12,4.4,Yes,Single,No
Student_6622,Male,1997-11-29,State_B,General,16.94,15.01,15.44,No,Married,No
Student_6623,Female,1997-11-30,State_A,General,8.93,10.02,13.43,Yes,Single,Yes
Student_6624,Female,1997-11-30,State_B,SC,13.19,12.83,12.74,No,Married,No
Student_6625,Female,1997-11-30,State_D,OBC,6.12,5.12,3.7,No,Married,No
Student_6626,Male,1997-11-30,State_D,OBC,5.64,4.13,4.46,No,Single,No
Student_6627,Female,1997-11-30,State_D,General,10.15,11.33,12.31,Yes,Married,No
Student_6628,Male,1997-11-30,State_A,SC,11.31,6.93,6.71,No,Single,No
Student_6629,Female,1997-12-01,State_C,General,10.32,11.98,12.56,Yes,Single,No
Student_6630,Female,1997-12-01,State_C,OBC,14.01,15.31,15.72,No,Single,No
Student_6631,Female,1997-12-01,State_A,ST,5.42,8.53,9.04,No,Single,No
Student_6632,Male,1997-12-01,State_C,OBC,14.21,14.53,11.91,Yes,Married,No
Student_6633,Male,1997-12-01,State_C,SC,10.51,8.88,10.05,No,Single,No
Student_6634,Male,1997-12-01,State_D,General,9.05,9.08,7.38,No,Single,Yes
Student_6635,Female,1997-12-01,State_C,OBC,17.03,16.97,18.66,Yes,Single,No
Student_6636,Female,1997-12-02,State_D,General,14.07,16.07,18.77,No,Married,No
Student_6637,Male,1997-12-02,State_C,SC,8.3,9.92,9.63,No,Single,No
Student_6638,Male,1997-12-02,State_D,General,17.72,18.77,16.57,No,Single,No
Student_6639,Female,1997-12-02,State_A,OBC,9.79,7.51,8.67,No,Single,No
Student_6640,Female,1997-12-02,State_A,OBC,12.63,15.21,13.05,Yes,Single,No
Student_6641,Male,1997-12-02,State_A,SC,16.76,19.52,17.57,No,Single,No
Student_6642,Male,1997-12-03,State_A,OBC,13.29,10.93,10.79,No,Single,No
Student_6643,Female,1997-12-03,State_D,SC,10.97,12.47,15.21,No,Single,No
Student_6644,Female,1997-12-03,State_B,ST,5.64,6.53,4.73,No,Single,No
Student_6645,Male,1997-12-03,State_A,OBC,13.79,11.51,12.78,Yes,Divorced,No
Student_6646,Female,1997-12-03,State_D,General,13.61,12.83,18.57,No,Single,No
Student_6647,Male,1997-12-03,State_D,OBC,11.49,12.04,10.62,Yes,Single,No
Student_6648,Female,1997-12-04,State_D,OBC,10.87,8.74,7.43,No,Married,No
Student_6649,Female,1997-12-04,State_B,General,5.13,4.6,2.89,No,Single,No
Student_6650,Other,1997-12-04,State_B,General,10.94,9.7,9.04,No,Divorced,No
Student_6651,Male,1997-12-04,State_C,General,15.02,15.77,15.63,No,Married,No
Student_6652,Female,1997-12-04,State_B,OBC,12.28,13.74,12.5,No,Married,No
Student_6653,Female,1997-12-04,State_B,General,11.53,12.9,18.93,No,Single,No
Student_6654,Female,1997-12-05,State_B,General,8.8,9.31,7.74,No,Single,No
Student_6655,Male,1997-12-05,State_D,SC,18.86,20.0,20.0,No,Married,No
Student_6656,Male,1997-12-05,State_B,OBC,9.02,7.2,5.67,No,Single,No
Student_6657,Male,1997-12-05,State_A,ST,7.02,4.9,5.48,Yes,Married,No
Student_6658,Male,1997-12-05,State_D,General,10.43,12.97,12.52,No,Single,No
Student_6659,Female,1997-12-05,State_C,General,14.67,15.36,14.13,No,Single,No
